Date,Close,High,Low,Open,Volume
2015-01-01,90.16,90.16,90.16,90.16,0
2015-01-02,90.46,91.32,89.82,90.61,1124780
2015-01-05,89.69,90.74,89.64,90.07,1631322
2015-01-06,90.18,91.42,89.52,90.14,1761559
2015-01-07,91.98,92.4,90.43,90.98,1608941
2015-01-08,92.19,92.77,91.16,91.74,2399882
2015-01-09,93.0,93.27,92.32,92.44,1553653
2015-01-12,90.93,94.35,90.55,93.77,3524557
2015-01-13,91.64,93.42,90.933,91.87,3463946
2015-01-14,92.1,92.87,90.59,91.42,1999984
2015-01-15,91.4,92.4,91.1,92.15,1362570
2015-01-16,92.42,92.46,90.35,91.14,1541666
2015-01-19,92.42,92.42,92.42,92.42,0
2015-01-20,92.44,93.42,91.39,93.01,1179964
2015-01-21,92.78,93.0,91.8995,92.38,1531623
2015-01-22,94.15,94.225,91.95,93.23,1641097
2015-01-23,94.73,95.16,94.3,94.38,1854808
2015-01-26,95.85,95.87,94.3,94.85,2097471
2015-01-27,95.92,96.49,94.705,95.17,2734029
2015-01-28,96.37,100.2,95.26,98.8,5425090
2015-01-29,96.34,97.13,94.89,96.87,3327407
2015-01-30,95.05,96.5,94.98,96.18,2346798
2015-02-02,95.15,95.77,93.6,95.57,1697600
2015-02-03,95.64,95.83,94.27,95.67,2081341
2015-02-04,95.87,96.454,95.2315,95.62,1777618
2015-02-05,96.34,96.67,95.98,96.27,1055712
2015-02-06,97.04,98.23,96.59,96.95,2015514
2015-02-09,95.56,96.97,95.075,96.97,1645220
2015-02-10,96.91,97.01,95.77,96.34,2248000
2015-02-11,98.74,99.08,96.93,97.01,3137776
2015-02-12,99.83,99.85,98.23,98.83,2224613
2015-02-13,100.34,100.36,99.0117,99.68,2064417
2015-02-16,100.34,100.34,100.34,100.34,0
2015-02-17,100.6,100.85,99.68,100.21,2196913
2015-02-18,100.66,100.92,99.61,100.21,1680401
2015-02-19,101.01,101.03,100.09,100.52,1421490
2015-02-20,101.98,102.0,100.18,101.02,1442607
2015-02-23,102.76,102.89,101.79,101.98,1107836
2015-02-24,102.97,103.14,102.29,102.76,1169184
2015-02-25,103.29,103.705,102.75,102.97,1064949
2015-02-26,102.98,103.64,102.62,102.93,1711928
2015-02-27,102.76,103.31,102.49,103.08,1329252
2015-03-02,103.1,103.25,102.44,102.57,1948322
2015-03-03,103.04,103.97,102.5,103.41,1995403
2015-03-04,103.48,103.65,102.13,102.53,1832610
2015-03-05,103.64,103.9199,103.17,103.74,1208409
2015-03-06,102.26,103.59,102.0,103.19,1549308
2015-03-09,103.34,103.58,102.01,102.47,1295312
2015-03-10,102.93,103.52,102.22,102.62,1912149
2015-03-11,103.84,104.1,102.95,103.4,1719937
2015-03-12,105.38,105.515,103.95,104.0,1448166
2015-03-13,106.15,106.38,105.12,105.26,1746949
2015-03-16,110.13,110.2,106.971,108.13,3548820
2015-03-17,110.36,110.71,109.27,109.94,1787818
2015-03-18,111.7,112.28,109.82,110.45,2043999
2015-03-19,112.37,112.5,111.07,111.88,1422235
2015-03-20,113.46,114.5,112.84,112.98,4380816
2015-03-23,113.64,114.53,113.13,113.74,1920929
2015-03-24,113.89,114.73,113.36,113.64,1913505
2015-03-25,112.14,114.6,111.8,113.9,2066891
2015-03-26,112.09,113.05,110.54,111.5,2411776
